dataset,stack_id,group_id,stack_index,outer_split,inner_split,method,method_type,pipeline_json,focus_measure,predicted_focus_index,reference_focus_index,label_source,label_confidence,runtime_sec_per_stack,failure,failure_reason,raw_curve,normalized_curve,heldout_dataset,optimized_for_dataset,evaluation_dataset,selection_role,source_method,workflow_origin,selection_endpoint,train_datasets,evaluation_scope
WBC,WBC_018601,WBC_018601,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.029961691005155444,0,,"[-5563.72607421875, -7520.77490234375, -7548.6904296875, -6629.6494140625, -7887.22314453125, -8601.7119140625, -7652.38916015625, -6347.71923828125, -5347.78271484375, -4528.02099609375]","[0.7457575699824005, 0.26534585796649823, 0.25849322041841705, 0.48409723263524423, 0.17539101122760506, 0.0, 0.23303750162263345, 0.553304784572402, 0.7987668344856277, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_018609,WBC_018609,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.02729954500682652,0,,"[-6750.8359375, -7513.111328125, -8263.5869140625, -8083.75439453125, -8589.392578125, -9199.015625, -8362.4921875, -6608.50341796875, -5321.0791015625, -4461.6796875]","[0.5167840574953947, 0.3558760280286751, 0.19745880876481536, 0.23541949424369904, 0.12868478294927757, 0.0, 0.1765809831804861, 0.5468289015615645, 0.8185901474160548, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_018611,WBC_018611,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.02945094695314765,0,,"[-6057.02294921875, -6359.2001953125, -6525.3798828125, -6249.63720703125, -8909.85546875, -10019.380859375, -9063.07421875, -7023.80078125, -5285.54638671875, -4239.650390625]","[0.6855610190786632, 0.6332787807065505, 0.6045266289585572, 0.6522351989813537, 0.1919683619545948, 0.0, 0.16545869150742998, 0.5182906182773714, 0.819040697183246, 0.9999999999999999]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_018612,WBC_018612,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.029166155960410833,0,,"[-5498.6689453125, -5803.57568359375, -6782.17919921875, -8825.6865234375, -9316.3994140625, -9401.333984375, -8243.3798828125, -6340.85107421875, -4828.84521484375, -3861.082275390625]","[0.7044201679020692, 0.6493853510205914, 0.4727501425447665, 0.1039027631188667, 0.0153304533392888, 0.0, 0.2090074896208593, 0.5524086397001066, 0.8253214853246201, 0.9999999999999999]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_018615,WBC_018615,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,6,q1_revision_surrogate,1.0,0.027632665005512536,0,,"[-6072.15625, -6704.8642578125, -7361.64892578125, -7624.109375, -8705.9482421875, -10119.4345703125, -10535.744140625, -9390.5537109375, -7525.53564453125, -5916.578125]","[0.9663190012063356, 0.8293444898611549, 0.6871576393026168, 0.6303377613569142, 0.396131226339982, 0.0901265659004834, 0.0, 0.24792147019910668, 0.6516779188951602, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_018616,WBC_018616,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.028757428051903844,0,,"[-6272.19970703125, -7091.345703125, -8031.1357421875, -8869.185546875, -9770.8896484375, -10273.6630859375, -9533.1484375, -7775.31689453125, -6175.5849609375, -4930.90576171875]","[0.7489509884283144, 0.5956320285009084, 0.4197322108538619, 0.2628750388298557, 0.09410373838634313, 0.0, 0.1386015878132332, 0.4676136383887832, 0.7670343001400021, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_018619,WBC_018619,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.028100837022066116,0,,"[-5788.39990234375, -7090.22021484375, -6131.38916015625, -7033.81103515625, -8014.021484375, -7349.3076171875, -6214.64306640625, -5222.17041015625, -4350.1328125, -3683.668701171875]","[0.5139584910181327, 0.2133316419656511, 0.43475264452384466, 0.22635810482251206, 0.0, 0.15350108881794539, 0.41552698083821354, 0.6447167734342515, 0.8460947306849332, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_018622,WBC_018622,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.026206073933281004,0,,"[-7724.22412109375, -7746.58447265625, -5766.859375, -6841.228515625, -8627.7919921875, -8040.03125, -6854.748046875, -5679.85888671875, -4797.87939453125, -4099.79736328125]","[0.19955144498747102, 0.19461319894368073, 0.6318321578660012, 0.3945595397037936, 0.0, 0.12980597159618876, 0.39157377396023624, 0.6510460694121519, 0.8458297572188984, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_018627,WBC_018627,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.025516991037875414,0,,"[-6407.62158203125, -6732.80859375, -6479.291015625, -6837.76123046875, -8651.2177734375, -10374.5205078125, -9671.435546875, -7814.48779296875, -5921.0, -4678.25048828125]","[0.6964028938550367, 0.6393151837212553, 0.6838210756919211, 0.6208903835697718, 0.3025317845653692, 0.0, 0.1234290085488885, 0.44942264079230154, 0.7818310038924353, 0.9999999999999999]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_018637,WBC_018637,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,0,6,q1_revision_surrogate,1.0,0.030125731020234525,0,,"[-4547.0166015625, -5334.28759765625, -6265.22021484375, -7904.02734375, -7919.0390625, -10073.2666015625, -9392.5498046875, -7952.79833984375, -6227.6611328125, -4889.49560546875]","[0.9999999999999999, 0.8575397428466409, 0.6890832638260573, 0.3925336815765663, 0.3898172429880117, 0.0, 0.12317879156299477, 0.38370834864849573, 0.6958797500565482, 0.9380268710416194]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_018638,WBC_018638,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,0,6,q1_revision_surrogate,1.0,0.026684229960665107,0,,"[-4794.9580078125, -5632.22314453125, -6695.921875, -8848.86328125, -8650.220703125, -10253.443359375, -9651.4814453125, -8582.283203125, -6859.02880859375, -5362.04052734375]","[0.9999999999999998, 0.8466121858366658, 0.6517415098231698, 0.25732048135348323, 0.29371200122229413, 0.0, 0.11028002738711891, 0.30615821947229876, 0.6218601557315883, 0.8961099127308416]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_018645,WBC_018645,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.027006982010789216,0,,"[-5138.78955078125, -5415.640625, -4791.99658203125, -4755.2275390625, -5719.79638671875, -5668.29345703125, -5084.01123046875, -4371.7568359375, -3755.797119140625, -3295.184326171875]","[0.23962878243146774, 0.1254451244666939, 0.38265907350070383, 0.3978239914548184, 0.0, 0.021241719665406354, 0.26222139475236195, 0.5559815414253103, 0.8100261891525613, 0.9999999999999997]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_018648,WBC_018648,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.028563027968630195,0,,"[-3809.765625, -4610.6826171875, -5330.3740234375, -6335.2158203125, -7117.9716796875, -6528.26123046875, -6220.82666015625, -5226.8447265625, -4290.724609375, -3481.904052734375]","[0.9098307276148325, 0.6895606242068177, 0.4916293753721882, 0.21527538530159765, 0.0, 0.16218357569793138, 0.24673496523578697, 0.5201022497784745, 0.7775562394260571, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_018649,WBC_018649,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,6,q1_revision_surrogate,1.0,0.029012601007707417,0,,"[-4664.2265625, -5112.966796875, -5315.0517578125, -6567.07763671875, -8747.162109375, -8823.322265625, -7809.63232421875, -6559.0322265625, -5435.2705078125, -4308.59033203125]","[0.9212276087041866, 0.8218329511751403, 0.7770717197421504, 0.4997516269166987, 0.016869253229255653, 0.0, 0.22452937545714866, 0.5015336618801447, 0.7504436160655041, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_018654,WBC_018654,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.027038661995902658,0,,"[-4452.20947265625, -4955.79736328125, -4957.005859375, -6338.818359375, -7747.23828125, -7422.26806640625, -6646.9423828125, -5383.9306640625, -4359.24267578125, -3608.844970703125]","[0.7962096788133273, 0.6745228663632915, 0.6742308457642174, 0.34033012722246103, 0.0, 0.0785256959544056, 0.2658751394250875, 0.5710688762144738, 0.8186741450684002, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_018658,WBC_018658,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,6,q1_revision_surrogate,1.0,0.026120161055587232,0,,"[-5061.474609375, -5387.935546875, -5134.89453125, -5184.44189453125, -7025.98291015625, -7917.9453125, -7693.75341796875, -6558.36279296875, -5401.16650390625, -4359.54833984375]","[0.8027408760391112, 0.7109970543102203, 0.7821080117355554, 0.7681839432120078, 0.25066410779849646, 0.0, 0.06300362108387715, 0.3820772471364703, 0.7072788190675197, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_018660,WBC_018660,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.027713199029676616,0,,"[-4697.79833984375, -5363.48779296875, -4932.96484375, -7065.578125, -7666.2666015625, -7239.77392578125, -6737.607421875, -5718.36083984375, -4593.05908203125, -3546.781982421875]","[0.7205921459024669, 0.5589968215669991, 0.6635057563056759, 0.1458164144542457, 0.0, 0.10353059064709447, 0.2254309132197293, 0.47285181079887284, 0.7460174763736241, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_018662,WBC_018662,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,1,6,q1_revision_surrogate,1.0,0.02757511893287301,0,,"[-3693.655517578125, -2249.13916015625, -4097.77099609375, -4651.03271484375, -6253.234375, -7324.31982421875, -7150.81396484375, -6527.4814453125, -5273.60791015625, -4318.6357421875]","[0.7153763672590934, 0.9999999999999998, 0.6357505361281588, 0.5267373294323535, 0.21104380713048043, 0.0, 0.03418712965305845, 0.15700689919251257, 0.4040667810278459, 0.5922319383257791]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_018663,WBC_018663,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.05429223703686148,0,,"[-7421.23486328125, -7244.75146484375, -6130.48974609375, -6421.845703125, -8193.6376953125, -8159.08642578125, -7012.82666015625, -5724.51513671875, -4978.04150390625, -4391.1044921875]","[0.2031284911322992, 0.24954055093823652, 0.5425719747885994, 0.4659504329196664, 0.0, 0.00908638207362793, 0.31053273491098904, 0.6493362257993103, 0.8456457891711784, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_018664,WBC_018664,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,0,5,q1_revision_surrogate,1.0,0.02618052694015205,0,,"[-3250.000244140625, -4583.95849609375, -3830.66015625, -4213.7705078125, -5625.21435546875, -5973.78173828125, -5494.8544921875, -4885.49609375, -4330.97119140625, -3528.448974609375]","[0.9999999999999997, 0.5102550425492188, 0.7868184678695826, 0.6461646186578733, 0.12797185954979684, 0.0, 0.1758317424228096, 0.3995495405458772, 0.6031359528688329, 0.8977712672372041]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_018670,WBC_018670,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.033247170969843864,0,,"[-5184.8544921875, -5122.94140625, -4654.54345703125, -5983.1865234375, -7720.0234375, -7633.11181640625, -6700.51513671875, -5398.01318359375, -4451.83154296875, -3639.069091796875]","[0.6212196291737011, 0.6363908564633887, 0.7511674282013034, 0.4255957717074761, 0.0, 0.02129688639748201, 0.2498210502782761, 0.5689870694954272, 0.8008401020149513, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_018719,WBC_018719,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.025251379935070872,0,,"[-3827.280029296875, -4631.328125, -5103.70361328125, -6571.08740234375, -7333.0087890625, -6841.4970703125, -6668.0341796875, -5680.55078125, -4656.4150390625, -3771.44482421875]","[0.9843228408560745, 0.7585658128650302, 0.6259343360913221, 0.2139288790654013, 0.0, 0.13800446197280725, 0.1867085965432529, 0.4639697683725287, 0.7515220213425045, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_018722,WBC_018722,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,0,6,q1_revision_surrogate,1.0,0.030698833987116814,0,,"[-4300.76318359375, -4770.01611328125, -5110.40185546875, -6774.486328125, -8794.51171875, -8996.2578125, -8665.4609375, -7380.2841796875, -5742.9345703125, -4453.71337890625]","[0.9999999999999998, 0.9000631527084066, 0.8275711643048786, 0.473170913815427, 0.04296588745049718, 0.0, 0.07044984631939712, 0.344154079713838, 0.6928606034728477, 0.9674261803280715]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_018728,WBC_018728,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,0,6,q1_revision_surrogate,1.0,0.02789413498248905,0,,"[-3036.405517578125, -3883.68994140625, -4132.3427734375, -5335.68994140625, -7788.34814453125, -7717.40234375, -7336.71533203125, -7061.6083984375, -5805.1953125, -4573.216796875]","[0.9999999999999998, 0.821697253030306, 0.7693706886015006, 0.5161380083196854, 0.0, 0.014929852136438646, 0.09504172250277781, 0.15293529470908712, 0.41733518009724324, 0.6765930483714075]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_018737,WBC_018737,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.027869593002833426,0,,"[-4974.390625, -4931.13134765625, -5422.61181640625, -7481.24365234375, -7850.349609375, -7549.447265625, -6916.6865234375, -5554.84716796875, -4393.63671875, -3637.762451171875]","[0.6827061082343842, 0.6929751604151827, 0.5763056529860141, 0.0876197792875321, 0.0, 0.0714293455422177, 0.22163650290757494, 0.544915121088057, 0.8205676846101048, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_018745,WBC_018745,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.029318594024516642,0,,"[-4285.0419921875, -5029.431640625, -5599.95556640625, -7264.13330078125, -8138.451171875, -7872.205078125, -6998.31103515625, -5707.31787109375, -4747.61767578125, -3847.566162109375]","[0.8980453148750259, 0.7245637028664674, 0.5916018722690978, 0.20376166434287793, 0.0, 0.062049226009098464, 0.2657121162939358, 0.5665808557554521, 0.7902410547885929, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_018747,WBC_018747,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,6,q1_revision_surrogate,1.0,0.025805147015489638,0,,"[-5842.7958984375, -5986.01513671875, -5167.50537109375, -5091.9013671875, -6632.96044921875, -6955.3623046875, -6695.5341796875, -5734.2353515625, -4885.33203125, -4213.02392578125]","[0.40569990005891754, 0.3534746752716062, 0.6519461447010837, 0.6795153186906202, 0.11756457844466887, 0.0, 0.09474692364682923, 0.44528675327514905, 0.7548413023571172, 0.9999999999999997]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
